RUN,TR,CU,FNAM,PDAT,HWAH,w
577,19,3,ZASP0001,1997318,5806,0.1
578,19,3,ZASP0001,1998318,5287,0.1
579,19,3,ZASP0001,1999318,5426,0.1
580,19,3,ZASP0001,2000318,5702,0.1
581,19,3,ZASP0001,2001318,5974,0.1
582,19,3,ZASP0001,2002318,5521,0.1
583,19,3,ZASP0001,2003318,5665,0.1
584,19,3,ZASP0001,2004318,4736,0.1
585,19,3,ZASP0001,2005318,5076,0.1
586,19,3,ZASP0001,2006318,5638,0.1
587,19,3,ZASP0001,2007318,5396,0.1
588,19,3,ZASP0001,2008318,5527,0.1
589,19,3,ZASP0001,2009318,5522,0.1
590,20,3,ZASP0001,1979333,5834,0.1
591,20,3,ZASP0001,1980333,5881,0.1
592,20,3,ZASP0001,1981333,6207,0.1
593,20,3,ZASP0001,1982333,6384,0.1
594,20,3,ZASP0001,1983333,5960,0.1
595,20,3,ZASP0001,1984333,5467,0.1
596,20,3,ZASP0001,1985333,5854,0.1
597,20,3,ZASP0001,1986333,6305,0.1
598,20,3,ZASP0001,1987333,5931,0.1
599,20,3,ZASP0001,1988333,5299,0.1
600,20,3,ZASP0001,1989333,5743,0.1
601,20,3,ZASP0001,1990333,5748,0.1
602,20,3,ZASP0001,1991333,6458,0.1
603,20,3,ZASP0001,1992333,5875,0.1
604,20,3,ZASP0001,1993333,6096,0.1
605,20,3,ZASP0001,1994333,5766,0.1
606,20,3,ZASP0001,1995333,5491,0.1
607,20,3,ZASP0001,1996333,5772,0.1
608,20,3,ZASP0001,1997333,5216,0.1
609,20,3,ZASP0001,1998333,5568,0.1
610,20,3,ZASP0001,1999333,5381,0.1
611,20,3,ZASP0001,2000333,5658,0.1
612,20,3,ZASP0001,2001333,6340,0.1
613,20,3,ZASP0001,2002333,5871,0.1
614,20,3,ZASP0001,2003333,5754,0.1
615,20,3,ZASP0001,2004333,5702,0.1
616,20,3,ZASP0001,2005333,4957,0.1
617,20,3,ZASP0001,2006333,5971,0.1
618,20,3,ZASP0001,2007333,4817,0.1
619,20,3,ZASP0001,2008333,5694,0.1
620,20,3,ZASP0001,2009333,5649,0.1
621,21,3,ZASP0001,1979348,5801,0.1
622,21,3,ZASP0001,1980348,5572,0.1
623,21,3,ZASP0001,1981348,6177,0.1
624,21,3,ZASP0001,1982348,5773,0.1
625,21,3,ZASP0001,1983348,6239,0.1
626,21,3,ZASP0001,1984348,5181,0.1
627,21,3,ZASP0001,1985348,5983,0.1
628,21,3,ZASP0001,1986348,6479,0.1
629,21,3,ZASP0001,1987348,5907,0.1
630,21,3,ZASP0001,1988348,5336,0.1
631,21,3,ZASP0001,1989348,5520,0.1
632,21,3,ZASP0001,1990348,5486,0.1
633,21,3,ZASP0001,1991348,5721,0.1
634,21,3,ZASP0001,1992348,5987,0.1
635,21,3,ZASP0001,1993348,6230,0.1
636,21,3,ZASP0001,1994348,5982,0.1
637,21,3,ZASP0001,1995348,5658,0.1
638,21,3,ZASP0001,1996348,5216,0.1
639,21,3,ZASP0001,1997348,4646,0.1
640,21,3,ZASP0001,1998348,5219,0.1
641,21,3,ZASP0001,1999348,5626,0.1
642,21,3,ZASP0001,2000348,5749,0.1
643,21,3,ZASP0001,2001348,5999,0.1
644,21,3,ZASP0001,2002348,5384,0.1
645,21,3,ZASP0001,2003348,5114,0.1
646,21,3,ZASP0001,2004348,5314,0.1
647,21,3,ZASP0001,2005348,4960,0.1
648,21,3,ZASP0001,2006348,6324,0.1
649,21,3,ZASP0001,2007348,3705,0.1
650,21,3,ZASP0001,2008348,5708,0.1
651,21,3,ZASP0001,2009348,5366,0.1
652,22,3,ZASP0001,1979363,6190,0.1
653,22,3,ZASP0001,1980363,5891,0.1
654,22,3,ZASP0001,1981363,6041,0.1
655,22,3,ZASP0001,1982363,6573,0.1
656,22,3,ZASP0001,1983363,6481,0.1
657,22,3,ZASP0001,1984363,5567,0.1
658,22,3,ZASP0001,1985363,5890,0.1
659,22,3,ZASP0001,1986363,6540,0.1
660,22,3,ZASP0001,1987363,5772,0.1
661,22,3,ZASP0001,1988363,4911,0.1
662,22,3,ZASP0001,1989363,5597,0.1
663,22,3,ZASP0001,1990363,5921,0.1
664,22,3,ZASP0001,1991363,6056,0.1
665,22,3,ZASP0001,1992363,5823,0.1
666,22,3,ZASP0001,1993363,6476,0.1
667,22,3,ZASP0001,1994363,6169,0.1
668,22,3,ZASP0001,1995363,5856,0.1
669,22,3,ZASP0001,1996363,5620,0.1
670,22,3,ZASP0001,1997363,6031,0.1
671,22,3,ZASP0001,1998363,5842,0.1
672,22,3,ZASP0001,1999363,5122,0.1
673,22,3,ZASP0001,2000363,5316,0.1
674,22,3,ZASP0001,2001363,6064,0.1
675,22,3,ZASP0001,2002363,5480,0.1
676,22,3,ZASP0001,2003363,5524,0.1
677,22,3,ZASP0001,2004363,6184,0.1
678,22,3,ZASP0001,2005363,5100,0.1
679,22,3,ZASP0001,2006363,6251,0.1
680,22,3,ZASP0001,2007363,3983,0.1
681,22,3,ZASP0001,2008363,6508,0.1
682,22,3,ZASP0001,2009363,5716,0.1
683,23,3,ZASP0001,1980013,6400,0.1
684,23,3,ZASP0001,1981013,6075,0.1
685,23,3,ZASP0001,1982013,6242,0.1
686,23,3,ZASP0001,1983013,6635,0.1
687,23,3,ZASP0001,1984013,6755,0.1
688,23,3,ZASP0001,1985013,6003,0.1
689,23,3,ZASP0001,1986013,5812,0.1
690,23,3,ZASP0001,1987013,6525,0.1
691,23,3,ZASP0001,1988013,6093,0.1
692,23,3,ZASP0001,1989013,4754,0.1
693,23,3,ZASP0001,1990013,5561,0.1
694,23,3,ZASP0001,1991013,6335,0.1
695,23,3,ZASP0001,1992013,6350,0.1
696,23,3,ZASP0001,1993013,6334,0.1
697,23,3,ZASP0001,1994013,6226,0.1
698,23,3,ZASP0001,1995013,5882,0.1
699,23,3,ZASP0001,1996013,5957,0.1
700,23,3,ZASP0001,1997013,5455,0.1
701,23,3,ZASP0001,1998013,5689,0.1
702,23,3,ZASP0001,1999013,6319,0.1
703,23,3,ZASP0001,2000013,5301,0.1
704,23,3,ZASP0001,2001013,5423,0.1
705,23,3,ZASP0001,2002013,5836,0.1
706,23,3,ZASP0001,2003013,5771,0.1
707,23,3,ZASP0001,2004013,5393,0.1
708,23,3,ZASP0001,2005013,5549,0.1
709,23,3,ZASP0001,2006013,5255,0.1
710,23,3,ZASP0001,2007013,5895,0.1
711,23,3,ZASP0001,2008013,4965,0.1
712,23,3,ZASP0001,2009013,6841,0.1
713,23,3,ZASP0001,2010013,5786,0.1
714,24,3,ZASP0001,1980028,6654,0.1
715,24,3,ZASP0001,1981028,6189,0.1
716,24,3,ZASP0001,1982028,6453,0.1
717,24,3,ZASP0001,1983028,7004,0.1
718,24,3,ZASP0001,1984028,6503,0.1
719,24,3,ZASP0001,1985028,5838,0.1
720,24,3,ZASP0001,1986028,6198,0.1
721,24,3,ZASP0001,1987028,6850,0.1
722,24,3,ZASP0001,1988028,6304,0.1
723,24,3,ZASP0001,1989028,4851,0.1
724,24,3,ZASP0001,1990028,5561,0.1
725,24,3,ZASP0001,1991028,6730,0.1
726,24,3,ZASP0001,1992028,6970,0.1
727,24,3,ZASP0001,1993028,6347,0.1
728,24,3,ZASP0001,1994028,5839,0.1
729,24,3,ZASP0001,1995028,6937,0.1
730,24,3,ZASP0001,1996028,6415,0.1
731,24,3,ZASP0001,1997028,5762,0.1
732,24,3,ZASP0001,1998028,6339,0.1
733,24,3,ZASP0001,1999028,6473,0.1
734,24,3,ZASP0001,2000028,5977,0.1
735,24,3,ZASP0001,2001028,5797,0.1
736,24,3,ZASP0001,2002028,5838,0.1
737,24,3,ZASP0001,2003028,6252,0.1
738,24,3,ZASP0001,2004028,5682,0.1
739,24,3,ZASP0001,2005028,6858,0.1
740,24,3,ZASP0001,2006028,5998,0.1
741,24,3,ZASP0001,2007028,6030,0.1
742,24,3,ZASP0001,2008028,5890,0.1
743,24,3,ZASP0001,2009028,6711,0.1
744,24,3,ZASP0001,2010028,5791,0.1
745,25,4,ZASP0001,1979288,6804,0.1
746,25,4,ZASP0001,1980288,4985,0.1
747,25,4,ZASP0001,1981288,4266,0.1
748,25,4,ZASP0001,1982288,6164,0.1
749,25,4,ZASP0001,1983288,2929,0.1
750,25,4,ZASP0001,1984288,4861,0.1
751,25,4,ZASP0001,1985288,4840,0.1
752,25,4,ZASP0001,1986288,5861,0.1
753,25,4,ZASP0001,1987288,3255,0.1
754,25,4,ZASP0001,1988288,5013,0.1
755,25,4,ZASP0001,1989288,3258,0.1
756,25,4,ZASP0001,1990288,4579,0.1
757,25,4,ZASP0001,1991288,6495,0.1
758,25,4,ZASP0001,1992288,5976,0.1
759,25,4,ZASP0001,1993288,4971,0.1
760,25,4,ZASP0001,1994288,3025,0.1
761,25,4,ZASP0001,1995288,3762,0.1
762,25,4,ZASP0001,1996288,5188,0.1
763,25,4,ZASP0001,1997288,5564,0.1
764,25,4,ZASP0001,1998288,5386,0.1
765,25,4,ZASP0001,1999288,3727,0.1
766,25,4,ZASP0001,2000288,5842,0.1
767,25,4,ZASP0001,2001288,6010,0.1
768,25,4,ZASP0001,2002288,3802,0.1
769,25,4,ZASP0001,2003288,5682,0.1
770,25,4,ZASP0001,2004288,4716,0.1
771,25,4,ZASP0001,2005288,6170,0.1
772,25,4,ZASP0001,2006288,6054,0.1
773,25,4,ZASP0001,2007288,5451,0.1
774,25,4,ZASP0001,2008288,5240,0.1
775,25,4,ZASP0001,2009288,5869,0.1
776,26,4,ZASP0001,1979303,7208,0.1
777,26,4,ZASP0001,1980303,6560,0.1
778,26,4,ZASP0001,1981303,5762,0.1
779,26,4,ZASP0001,1982303,6608,0.1
780,26,4,ZASP0001,1983303,4946,0.1
781,26,4,ZASP0001,1984303,6426,0.1
782,26,4,ZASP0001,1985303,6149,0.1
783,26,4,ZASP0001,1986303,7050,0.1
784,26,4,ZASP0001,1987303,5307,0.1
785,26,4,ZASP0001,1988303,6207,0.1
786,26,4,ZASP0001,1989303,5421,0.1
787,26,4,ZASP0001,1990303,6199,0.1
788,26,4,ZASP0001,1991303,7113,0.1
789,26,4,ZASP0001,1992303,6772,0.1
790,26,4,ZASP0001,1993303,6442,0.1
791,26,4,ZASP0001,1994303,4479,0.1
792,26,4,ZASP0001,1995303,5502,0.1
793,26,4,ZASP0001,1996303,6145,0.1
794,26,4,ZASP0001,1997303,6376,0.1
795,26,4,ZASP0001,1998303,6551,0.1
796,26,4,ZASP0001,1999303,5805,0.1
797,26,4,ZASP0001,2000303,7114,0.1
798,26,4,ZASP0001,2001303,6903,0.1
799,26,4,ZASP0001,2002303,5571,0.1
800,26,4,ZASP0001,2003303,6499,0.1
801,26,4,ZASP0001,2004303,6331,0.1
802,26,4,ZASP0001,2005303,6566,0.1
803,26,4,ZASP0001,2006303,7170,0.1
804,26,4,ZASP0001,2007303,6554,0.1
805,26,4,ZASP0001,2008303,6452,0.1
806,26,4,ZASP0001,2009303,6358,0.1
807,27,4,ZASP0001,1979318,7409,0.1
808,27,4,ZASP0001,1980318,6979,0.1
809,27,4,ZASP0001,1981318,6681,0.1
810,27,4,ZASP0001,1982318,7842,0.1
811,27,4,ZASP0001,1983318,6838,0.1
812,27,4,ZASP0001,1984318,6870,0.1
813,27,4,ZASP0001,1985318,7503,0.1
814,27,4,ZASP0001,1986318,7664,0.1
815,27,4,ZASP0001,1987318,6879,0.1
816,27,4,ZASP0001,1988318,6867,0.1
817,27,4,ZASP0001,1989318,6748,0.1
818,27,4,ZASP0001,1990318,7108,0.1
819,27,4,ZASP0001,1991318,7733,0.1
820,27,4,ZASP0001,1992318,7334,0.1
821,27,4,ZASP0001,1993318,7524,0.1
822,27,4,ZASP0001,1994318,6517,0.1
823,27,4,ZASP0001,1995318,6972,0.1
824,27,4,ZASP0001,1996318,7624,0.1
825,27,4,ZASP0001,1997318,7569,0.1
826,27,4,ZASP0001,1998318,7566,0.1
827,27,4,ZASP0001,1999318,6912,0.1
828,27,4,ZASP0001,2000318,7525,0.1
829,27,4,ZASP0001,2001318,7919,0.1
830,27,4,ZASP0001,2002318,6737,0.1
831,27,4,ZASP0001,2003318,7890,0.1
832,27,4,ZASP0001,2004318,7902,0.1
833,27,4,ZASP0001,2005318,6483,0.1
834,27,4,ZASP0001,2006318,8094,0.1
835,27,4,ZASP0001,2007318,6759,0.1
836,27,4,ZASP0001,2008318,6791,0.1
837,27,4,ZASP0001,2009318,6223,0.1
838,28,4,ZASP0001,1979333,6784,0.1
839,28,4,ZASP0001,1980333,7157,0.1
840,28,4,ZASP0001,1981333,7531,0.1
841,28,4,ZASP0001,1982333,8177,0.1
842,28,4,ZASP0001,1983333,7288,0.1
843,28,4,ZASP0001,1984333,7171,0.1
844,28,4,ZASP0001,1985333,7664,0.1
845,28,4,ZASP0001,1986333,7754,0.1
846,28,4,ZASP0001,1987333,7040,0.1
847,28,4,ZASP0001,1988333,7528,0.1
848,28,4,ZASP0001,1989333,7565,0.1
849,28,4,ZASP0001,1990333,7489,0.1
850,28,4,ZASP0001,1991333,7389,0.1
851,28,4,ZASP0001,1992333,7477,0.1
852,28,4,ZASP0001,1993333,7841,0.1
853,28,4,ZASP0001,1994333,7460,0.1
854,28,4,ZASP0001,1995333,7743,0.1
855,28,4,ZASP0001,1996333,8065,0.1
856,28,4,ZASP0001,1997333,7830,0.1
857,28,4,ZASP0001,1998333,7558,0.1
858,28,4,ZASP0001,1999333,7250,0.1
859,28,4,ZASP0001,2000333,7385,0.1
860,28,4,ZASP0001,2001333,8026,0.1
861,28,4,ZASP0001,2002333,7358,0.1
862,28,4,ZASP0001,2003333,7735,0.1
863,28,4,ZASP0001,2004333,7800,0.1
864,28,4,ZASP0001,2005333,6344,0.1
865,28,4,ZASP0001,2006333,7849,0.1
866,28,4,ZASP0001,2007333,4917,0.1
867,28,4,ZASP0001,2008333,7168,0.1
868,28,4,ZASP0001,2009333,7039,0.1
869,29,4,ZASP0001,1979348,7182,0.1
870,29,4,ZASP0001,1980348,7821,0.1
871,29,4,ZASP0001,1981348,8462,0.1
872,29,4,ZASP0001,1982348,8191,0.1
873,29,4,ZASP0001,1983348,7797,0.1
874,29,4,ZASP0001,1984348,7522,0.1
875,29,4,ZASP0001,1985348,7625,0.1
876,29,4,ZASP0001,1986348,8142,0.1
877,29,4,ZASP0001,1987348,7804,0.1
878,29,4,ZASP0001,1988348,7338,0.1
879,29,4,ZASP0001,1989348,7158,0.1
880,29,4,ZASP0001,1990348,7813,0.1
881,29,4,ZASP0001,1991348,7258,0.1
882,29,4,ZASP0001,1992348,8132,0.1
883,29,4,ZASP0001,1993348,8282,0.1
884,29,4,ZASP0001,1994348,8161,0.1
885,29,4,ZASP0001,1995348,7856,0.1
886,29,4,ZASP0001,1996348,8269,0.1
887,29,4,ZASP0001,1997348,8285,0.1
888,29,4,ZASP0001,1998348,8053,0.1
889,29,4,ZASP0001,1999348,7723,0.1
890,29,4,ZASP0001,2000348,7931,0.1
891,29,4,ZASP0001,2001348,7988,0.1
892,29,4,ZASP0001,2002348,8121,0.1
893,29,4,ZASP0001,2003348,7219,0.1
894,29,4,ZASP0001,2004348,7880,0.1
895,29,4,ZASP0001,2005348,6647,0.1
896,29,4,ZASP0001,2006348,7446,0.1
897,29,4,ZASP0001,2007348,4552,0.1
898,29,4,ZASP0001,2008348,7603,0.1
899,29,4,ZASP0001,2009348,7530,0.1
900,30,4,ZASP0001,1979363,7404,0.1
901,30,4,ZASP0001,1980363,7579,0.1
902,30,4,ZASP0001,1981363,8221,0.1
903,30,4,ZASP0001,1982363,7991,0.1
904,30,4,ZASP0001,1983363,8258,0.1
905,30,4,ZASP0001,1984363,7515,0.1
906,30,4,ZASP0001,1985363,7452,0.1
907,30,4,ZASP0001,1986363,8347,0.1
908,30,4,ZASP0001,1987363,8179,0.1
909,30,4,ZASP0001,1988363,6160,0.1
910,30,4,ZASP0001,1989363,6469,0.1
911,30,4,ZASP0001,1990363,7986,0.1
912,30,4,ZASP0001,1991363,7388,0.1
913,30,4,ZASP0001,1992363,8051,0.1
914,30,4,ZASP0001,1993363,7843,0.1
915,30,4,ZASP0001,1994363,8350,0.1
916,30,4,ZASP0001,1995363,7641,0.1
917,30,4,ZASP0001,1996363,7211,0.1
918,30,4,ZASP0001,1997363,7941,0.1
919,30,4,ZASP0001,1998363,8114,0.1
920,30,4,ZASP0001,1999363,7892,0.1
921,30,4,ZASP0001,2000363,8435,0.1
922,30,4,ZASP0001,2001363,7239,0.1
923,30,4,ZASP0001,2002363,8301,0.1
924,30,4,ZASP0001,2003363,7194,0.1
925,30,4,ZASP0001,2004363,7929,0.1
926,30,4,ZASP0001,2005363,6818,0.1
927,30,4,ZASP0001,2006363,7038,0.1
928,30,4,ZASP0001,2007363,4820,0.1
929,30,4,ZASP0001,2008363,8033,0.1
930,30,4,ZASP0001,2009363,7036,0.1
931,31,4,ZASP0001,1980013,7568,0.1
932,31,4,ZASP0001,1981013,6959,0.1
933,31,4,ZASP0001,1982013,7600,0.1
934,31,4,ZASP0001,1983013,8095,0.1
935,31,4,ZASP0001,1984013,8257,0.1
936,31,4,ZASP0001,1985013,7279,0.1
937,31,4,ZASP0001,1986013,7447,0.1
938,31,4,ZASP0001,1987013,8083,0.1
939,31,4,ZASP0001,1988013,8223,0.1
940,31,4,ZASP0001,1989013,5265,0.1
941,31,4,ZASP0001,1990013,6078,0.1
942,31,4,ZASP0001,1991013,8103,0.1
943,31,4,ZASP0001,1992013,8209,0.1
944,31,4,ZASP0001,1993013,7574,0.1
945,31,4,ZASP0001,1994013,6728,0.1
946,31,4,ZASP0001,1995013,8150,0.1
947,31,4,ZASP0001,1996013,7789,0.1
948,31,4,ZASP0001,1997013,6769,0.1
949,31,4,ZASP0001,1998013,7540,0.1
950,31,4,ZASP0001,1999013,8115,0.1
951,31,4,ZASP0001,2000013,7582,0.1
952,31,4,ZASP0001,2001013,8178,0.1
953,31,4,ZASP0001,2002013,6212,0.1
954,31,4,ZASP0001,2003013,8342,0.1
955,31,4,ZASP0001,2004013,7192,0.1
956,31,4,ZASP0001,2005013,8202,0.1
957,31,4,ZASP0001,2006013,7490,0.1
958,31,4,ZASP0001,2007013,7015,0.1
959,31,4,ZASP0001,2008013,5203,0.1
960,31,4,ZASP0001,2009013,8314,0.1
961,31,4,ZASP0001,2010013,6993,0.1
962,32,4,ZASP0001,1980028,7608,0.1
963,32,4,ZASP0001,1981028,6830,0.1
964,32,4,ZASP0001,1982028,5942,0.1
965,32,4,ZASP0001,1983028,8020,0.1
966,32,4,ZASP0001,1984028,8244,0.1
967,32,4,ZASP0001,1985028,7289,0.1
968,32,4,ZASP0001,1986028,7626,0.1
969,32,4,ZASP0001,1987028,7944,0.1
970,32,4,ZASP0001,1988028,8208,0.1
971,32,4,ZASP0001,1989028,5183,0.1
972,32,4,ZASP0001,1990028,5748,0.1
973,32,4,ZASP0001,1991028,8163,0.1
974,32,4,ZASP0001,1992028,8404,0.1
975,32,4,ZASP0001,1993028,7270,0.1
976,32,4,ZASP0001,1994028,5469,0.1
977,32,4,ZASP0001,1995028,6561,0.1
978,32,4,ZASP0001,1996028,7567,0.1
979,32,4,ZASP0001,1997028,6747,0.1
980,32,4,ZASP0001,1998028,6884,0.1
981,32,4,ZASP0001,1999028,8371,0.1
982,32,4,ZASP0001,2000028,7516,0.1
983,32,4,ZASP0001,2001028,7557,0.1
984,32,4,ZASP0001,2002028,5387,0.1
985,32,4,ZASP0001,2003028,7847,0.1
986,32,4,ZASP0001,2004028,7268,0.1
987,32,4,ZASP0001,2005028,7604,0.1
988,32,4,ZASP0001,2006028,7589,0.1
989,32,4,ZASP0001,2007028,6691,0.1
990,32,4,ZASP0001,2008028,5744,0.1
991,32,4,ZASP0001,2009028,8295,0.1
992,32,4,ZASP0001,2010028,6903,0.1
993,1,1,ZASP0002,1979288,1944,0.45
994,1,1,ZASP0002,1980288,0,0.45
995,1,1,ZASP0002,1981288,0,0.45
996,1,1,ZASP0002,1982288,1114,0.45
997,1,1,ZASP0002,1983288,0,0.45
998,1,1,ZASP0002,1984288,0,0.45
999,1,1,ZASP0002,1985288,964,0.45
1000,1,1,ZASP0002,1986288,1160,0.45
1001,1,1,ZASP0002,1987288,0,0.45
1002,1,1,ZASP0002,1988288,0,0.45
1003,1,1,ZASP0002,1989288,0,0.45
1004,1,1,ZASP0002,1990288,2227,0.45
1005,1,1,ZASP0002,1991288,1410,0.45
1006,1,1,ZASP0002,1992288,1169,0.45
1007,1,1,ZASP0002,1993288,0,0.45
1008,1,1,ZASP0002,1994288,0,0.45
1009,1,1,ZASP0002,1995288,0,0.45
1010,1,1,ZASP0002,1996288,1303,0.45
1011,1,1,ZASP0002,1997288,1276,0.45
1012,1,1,ZASP0002,1998288,1546,0.45
1013,1,1,ZASP0002,1999288,0,0.45
1014,1,1,ZASP0002,2000288,0,0.45
1015,1,1,ZASP0002,2001288,0,0.45
1016,1,1,ZASP0002,2002288,0,0.45
1017,1,1,ZASP0002,2003288,638,0.45
1018,1,1,ZASP0002,2004288,0,0.45
1019,1,1,ZASP0002,2005288,1730,0.45
1020,1,1,ZASP0002,2006288,1352,0.45
1021,1,1,ZASP0002,2007288,1248,0.45
1022,1,1,ZASP0002,2008288,0,0.45
1023,1,1,ZASP0002,2009288,0,0.45
1024,2,1,ZASP0002,1979303,1709,0.45
1025,2,1,ZASP0002,1980303,0,0.45
1026,2,1,ZASP0002,1981303,748,0.45
1027,2,1,ZASP0002,1982303,977,0.45
1028,2,1,ZASP0002,1983303,0,0.45
1029,2,1,ZASP0002,1984303,1737,0.45
1030,2,1,ZASP0002,1985303,937,0.45
1031,2,1,ZASP0002,1986303,1526,0.45
1032,2,1,ZASP0002,1987303,1193,0.45
1033,2,1,ZASP0002,1988303,1968,0.45
1034,2,1,ZASP0002,1989303,0,0.45
1035,2,1,ZASP0002,1990303,2228,0.45
1036,2,1,ZASP0002,1991303,1436,0.45
1037,2,1,ZASP0002,1992303,1101,0.45
1038,2,1,ZASP0002,1993303,1546,0.45
1039,2,1,ZASP0002,1994303,0,0.45
1040,2,1,ZASP0002,1995303,1079,0.45
1041,2,1,ZASP0002,1996303,1063,0.45
1042,2,1,ZASP0002,1997303,1185,0.45
1043,2,1,ZASP0002,1998303,1486,0.45
1044,2,1,ZASP0002,1999303,1813,0.45
1045,2,1,ZASP0002,2000303,1374,0.45
1046,2,1,ZASP0002,2001303,1150,0.45
1047,2,1,ZASP0002,2002303,0,0.45
1048,2,1,ZASP0002,2003303,1609,0.45
1049,2,1,ZASP0002,2004303,1106,0.45
1050,2,1,ZASP0002,2005303,1288,0.45
1051,2,1,ZASP0002,2006303,1334,0.45
1052,2,1,ZASP0002,2007303,1139,0.45
1053,2,1,ZASP0002,2008303,0,0.45
1054,2,1,ZASP0002,2009303,2694,0.45
1055,3,1,ZASP0002,1979318,2266,0.45
1056,3,1,ZASP0002,1980318,1813,0.45
1057,3,1,ZASP0002,1981318,1039,0.45
1058,3,1,ZASP0002,1982318,1712,0.45
1059,3,1,ZASP0002,1983318,0,0.45
1060,3,1,ZASP0002,1984318,1734,0.45
1061,3,1,ZASP0002,1985318,1229,0.45
1062,3,1,ZASP0002,1986318,1557,0.45
1063,3,1,ZASP0002,1987318,927,0.45
1064,3,1,ZASP0002,1988318,1627,0.45
1065,3,1,ZASP0002,1989318,1210,0.45
1066,3,1,ZASP0002,1990318,1005,0.45
1067,3,1,ZASP0002,1991318,1333,0.45
1068,3,1,ZASP0002,1992318,1756,0.45
1069,3,1,ZASP0002,1993318,1461,0.45
1070,3,1,ZASP0002,1994318,0,0.45
1071,3,1,ZASP0002,1995318,1079,0.45
1072,3,1,ZASP0002,1996318,1444,0.45
1073,3,1,ZASP0002,1997318,1696,0.45
1074,3,1,ZASP0002,1998318,2328,0.45
1075,3,1,ZASP0002,1999318,1927,0.45
1076,3,1,ZASP0002,2000318,1523,0.45
1077,3,1,ZASP0002,2001318,1358,0.45
1078,3,1,ZASP0002,2002318,0,0.45
1079,3,1,ZASP0002,2003318,2068,0.45
1080,3,1,ZASP0002,2004318,1462,0.45
1081,3,1,ZASP0002,2005318,2071,0.45
1082,3,1,ZASP0002,2006318,1884,0.45
1083,3,1,ZASP0002,2007318,1097,0.45
1084,3,1,ZASP0002,2008318,2190,0.45
1085,3,1,ZASP0002,2009318,2696,0.45
1086,4,1,ZASP0002,1979333,3436,0.45
1087,4,1,ZASP0002,1980333,2528,0.45
1088,4,1,ZASP0002,1981333,1327,0.45
1089,4,1,ZASP0002,1982333,1356,0.45
1090,4,1,ZASP0002,1983333,1340,0.45
1091,4,1,ZASP0002,1984333,1836,0.45
1092,4,1,ZASP0002,1985333,1730,0.45
1093,4,1,ZASP0002,1986333,3085,0.45
1094,4,1,ZASP0002,1987333,2125,0.45
1095,4,1,ZASP0002,1988333,2136,0.45
1096,4,1,ZASP0002,1989333,1213,0.45
1097,4,1,ZASP0002,1990333,1354,0.45
1098,4,1,ZASP0002,1991333,1058,0.45
1099,4,1,ZASP0002,1992333,2870,0.45
1100,4,1,ZASP0002,1993333,2525,0.45
1101,4,1,ZASP0002,1994333,1387,0.45
1102,4,1,ZASP0002,1995333,875,0.45
1103,4,1,ZASP0002,1996333,2455,0.45
1104,4,1,ZASP0002,1997333,1689,0.45
1105,4,1,ZASP0002,1998333,1793,0.45
1106,4,1,ZASP0002,1999333,1536,0.45
1107,4,1,ZASP0002,2000333,1827,0.45
1108,4,1,ZASP0002,2001333,2260,0.45
1109,4,1,ZASP0002,2002333,0,0.45
1110,4,1,ZASP0002,2003333,2036,0.45
1111,4,1,ZASP0002,2004333,1633,0.45
1112,4,1,ZASP0002,2005333,1966,0.45
1113,4,1,ZASP0002,2006333,2828,0.45
1114,4,1,ZASP0002,2007333,1940,0.45
1115,4,1,ZASP0002,2008333,2636,0.45
1116,4,1,ZASP0002,2009333,3329,0.45
1117,5,1,ZASP0002,1979348,3540,0.45
1118,5,1,ZASP0002,1980348,2930,0.45
1119,5,1,ZASP0002,1981348,2340,0.45
1120,5,1,ZASP0002,1982348,3032,0.45
1121,5,1,ZASP0002,1983348,1976,0.45
1122,5,1,ZASP0002,1984348,2813,0.45
1123,5,1,ZASP0002,1985348,3260,0.45
1124,5,1,ZASP0002,1986348,3713,0.45
1125,5,1,ZASP0002,1987348,2128,0.45
1126,5,1,ZASP0002,1988348,1985,0.45
1127,5,1,ZASP0002,1989348,1653,0.45
1128,5,1,ZASP0002,1990348,2429,0.45
1129,5,1,ZASP0002,1991348,662,0.45
1130,5,1,ZASP0002,1992348,3213,0.45
1131,5,1,ZASP0002,1993348,3365,0.45
1132,5,1,ZASP0002,1994348,1497,0.45
1133,5,1,ZASP0002,1995348,2185,0.45
1134,5,1,ZASP0002,1996348,2908,0.45
1135,5,1,ZASP0002,1997348,2560,0.45
1136,5,1,ZASP0002,1998348,2818,0.45
1137,5,1,ZASP0002,1999348,2542,0.45
1138,5,1,ZASP0002,2000348,2332,0.45
1139,5,1,ZASP0002,2001348,2503,0.45
1140,5,1,ZASP0002,2002348,2188,0.45
1141,5,1,ZASP0002,2003348,2235,0.45
1142,5,1,ZASP0002,2004348,2855,0.45
1143,5,1,ZASP0002,2005348,2791,0.45
1144,5,1,ZASP0002,2006348,3165,0.45
1145,5,1,ZASP0002,2007348,1797,0.45
1146,5,1,ZASP0002,2008348,2889,0.45
1147,5,1,ZASP0002,2009348,3269,0.45
1148,6,1,ZASP0002,1979363,4513,0.45
1149,6,1,ZASP0002,1980363,3218,0.45
1150,6,1,ZASP0002,1981363,2446,0.45
1151,6,1,ZASP0002,1982363,2201,0.45
1152,6,1,ZASP0002,1983363,2374,0.45
1153,6,1,ZASP0002,1984363,3247,0.45
